voice4	voice3	voice2	voice1	harm	beat	meter	onset_strength	beat_strength	LABEL	similarity
8D\	8F#\	8c/	4.a'/	V7	3	M6/8	1.0	off beat	0.0	1.0
8D\J	8F#\J	8c/J	4.a'/	V7	3.5	M6/8	0.0	off beat	0.0	0.75
8D\L	8F#\L	8c/L	16g#\LL	V7	1	M6/8	1.0	strong beat	0.0	0.75
8D\L	8F#\L	8c/L	16a\	V7	1.25	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\	8F#\	8c/	16cc\	V7	1.5	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\	8F#\	8c/	16b\	V7	1.75	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\J	8F#\J	8c/J	16dd\	V7	2	M6/8	1.0	off beat	0.0	1.0
8D\J	8F#\J	8c/J	16cc\JJ	V7	2.25	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\L	8F#\L	8c/L	8ee\L	V7	2.5	M6/8	1.0	weak beat	0.0	1.0
8D\	8F#\	8c/	8ee\	V7	3	M6/8	0.0	off beat	0.0	1.0
8D\J	8F#\J	8c/J	8ee\J	V7	3.5	M6/8	0.0	off beat	0.0	0.75
8D\L	8F#\L	8c/L	16g#\LL	V7	1	M6/8	1.0	strong beat	0.0	0.75
8D\L	8F#\L	8c/L	16a\	V7	1.25	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\	8F#\	8c/	16cc\	V7	1.5	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\	8F#\	8c/	16b\	V7	1.75	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\J	8F#\J	8c/J	16dd\	V7	2	M6/8	1.0	off beat	0.0	1.0
8D\J	8F#\J	8c/J	16cc\JJ	V7	2.25	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\L	8F#\L	8c/L	4.ee\	V7	2.5	M6/8	1.0	weak beat	0.0	1.0
8D\	8F#\	8c/	4.ee\	V7	3	M6/8	0.0	off beat	0.0	1.0
8D\J	8F#\J	8c/J	4.ee\	V7	3.5	M6/8	0.0	off beat	0.0	0.75
8D\L	8F#\L	8c/L	16g#/LL	V7	1	M6/8	1.0	strong beat	0.0	0.75
8D\L	8F#\L	8c/L	16a/	V7	1.25	M6/8	1.0	off beat	0.0	0.75
8D\	8F#\	8c/	16a#/	V7	1.5	M6/8	1.0	off beat	0.0	0.75
8D\	8F#\	8c/	16b/	V7	1.75	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\J	8F#\J	8c/J	16cc/	V7	2	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\J	8F#\J	8c/J	16cc#/JJ	V7	2.25	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\L	8F#\L	8c/L	16dd\LL	V7	2.5	M6/8	1.0	weak beat	0.0	0.8571428571428571
8D\L	8F#\L	8c/L	16dd#\	V7	2.75	M6/8	1.0	off beat	0.0	0.75
8D\	8F#\	8c/	16ee\	V7	3	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\	8F#\	8c/	16ddn\	V7	3.25	M6/8	1.0	off beat	0.0	1.0
8D\J	8F#\J	8c/J	16ccn\	V7	3.5	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\J	8F#\J	8c/J	16b\JJ	V7	3.75	M6/8	1.0	off beat	0.0	0.75
8D\L	8F#\L	8c/L	16g#\LL	V7	1	M6/8	1.0	strong beat	0.0	0.75
8D\L	8F#\L	8c/L	16a\	V7	1.25	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\	8F#\	8c/	16cc\	V7	1.5	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\	8F#\	8c/	16b\	V7	1.75	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\J	8F#\J	8c/J	16dd\	V7	2	M6/8	1.0	off beat	0.0	1.0
8D\J	8F#\J	8c/J	16cc\JJ	V7	2.25	M6/8	1.0	off beat	0.0	0.8571428571428571
8D\L	8F#\L	8c/L	4.ee\	V7	2.5	M6/8	1.0	weak beat	0.0	1.0
8D\	8F#\	8c/	4.ee\	V7	3	M6/8	0.0	off beat	0.0	1.0
8D\J	8F#\J	8c/J	4.ee\	V7	3.5	M6/8	0.0	off beat	0.0	0.25
2.BB/	[2.G\	2.d/	16cc#\LL	I6	1	M6/8	4.0	strong beat	1.0	0.8571428571428571
2.BB/	[2.G\	2.d/	16dd\	I6	1.25	M6/8	1.0	off beat	0.0	1.0
2.BB/	[2.G\	2.d/	16gg\	I6	1.5	M6/8	1.0	off beat	0.0	0.8571428571428571
2.BB/	[2.G\	2.d/	16ff#\	I6	1.75	M6/8	1.0	off beat	0.0	0.8571428571428571
2.BB/	[2.G\	2.d/	16bb\	I6	2	M6/8	1.0	off beat	0.0	0.8571428571428571
2.BB/	[2.G\	2.d/	16aa\JJ	I6	2.25	M6/8	1.0	off beat	0.0	0.8571428571428571
2.BB/	[2.G\	2.d/	16gg\LL	I6	2.5	M6/8	1.0	weak beat	0.0	0.8571428571428571
2.BB/	[2.G\	2.d/	16ff#\	I6	2.75	M6/8	1.0	off beat	0.0	0.75
2.BB/	[2.G\	2.d/	16ffn\	I6	3	M6/8	1.0	off beat	0.0	0.75
2.BB/	[2.G\	2.d/	16ee\	I6	3.25	M6/8	1.0	off beat	0.0	0.75
2.BB/	[2.G\	2.d/	16ee-\	I6	3.5	M6/8	1.0	off beat	0.0	0.8571428571428571
2.BB/	[2.G\	2.d/	16dd\JJ	I6	3.75	M6/8	1.0	off beat	0.0	0.3333333333333333
4.C'/	4G\]	4.G'/	16dd#\LL	IV	1	M6/8	2.0	strong beat	1.0	0.6666666666666666
4.C'/	4G\]	4.G'/	16ee\	IV	1.25	M6/8	1.0	off beat	0.0	0.6666666666666666
4.C'/	4G\]	4.G'/	16ff#\	IV	1.5	M6/8	1.0	off beat	0.0	0.8
4.C'/	4G\]	4.G'/	16gg\	IV	1.75	M6/8	1.0	off beat	0.0	0.8
4.C'/	8r	4.G'/	16ee-\	IV	2	M6/8	1.0	off beat	0.0	0.6666666666666666
4.C'/	8r	4.G'/	16een\JJ	IV	2.25	M6/8	1.0	off beat	0.0	0.0
4.r	4.r	4.r	16b/LL	ii6	2.5	M6/8	1.0	weak beat	1.0	0.0
4.r	4.r	4.r	16cc/	ii6	2.75	M6/8	1.0	off beat	0.0	0.0
4.r	4.r	4.r	16g#/	ii6	3	M6/8	1.0	off beat	0.0	0.0
4.r	4.r	4.r	16a/	ii6	3.25	M6/8	1.0	off beat	0.0	0.0
4.r	4.r	4.r	16cc/	ii6	3.5	M6/8	1.0	off beat	0.0	0.0
4.r	4.r	4.r	16a/JJ	ii6	3.75	M6/8	1.0	off beat	0.0	0.0
8D\L	8d/L	8B/L	4.g/	C64	1	M6/8	4.0	strong beat	1.0	1.0
8D\	8B/	8d/	4.g/	C64	1.5	M6/8	0.0	off beat	0.0	1.0
8D\J	8B/J	8g/J	4.g/	C64	2	M6/8	0.0	off beat	0.0	0.2857142857142857
8D\L	8c/L	8f#/L	4.a/	V7	2.5	M6/8	3.0	weak beat	1.0	1.0
8D\	8c/	8f#/	4.a/	V7	3	M6/8	0.0	off beat	0.0	1.0
8D\J	8c/J	8f#/J	4.a/	V7	3.5	M6/8	0.0	off beat	0.0	0.0
4.G'\	4.B'/	8g\L	4g'/	I	1	M6/8	3.0	strong beat	1.0	1.0
4.G'\	4.B'/	8G\	4g'/	I	1.5	M6/8	0.0	off beat	0.0	1.0
4.G'\	4.B'/	8G\J	8r	I	2	M6/8	0.0	off beat	0.0	0.6666666666666666
4.r	4.r	8G\L	4.r	I	2.5	M6/8	0.0	weak beat	0.0	1.0
4.r	4.r	8G\	4.r	I	3	M6/8	0.0	off beat	0.0	1.0
4.r	4.r	8G\J	4.r	I	3.5	M6/8	0.0	off beat	0.0	0.6666666666666666
4.r	2.D#\	8G\L	2.r	I+	1	M6/8	1.0	strong beat	1.0	1.0
4.r	2.D#\	8G\	2.r	I+	1.5	M6/8	0.0	off beat	0.0	1.0
4.r	2.D#\	8G\J	2.r	I+	2	M6/8	0.0	off beat	0.0	0.8
4.BB/	2.D#\	8G\L	2.r	I+	2.5	M6/8	1.0	weak beat	0.0	1.0
4.BB/	2.D#\	8G\	2.r	I+	3	M6/8	0.0	off beat	0.0	1.0
4.BB/	2.D#\	8G\J	2.r	I+	3.5	M6/8	0.0	off beat	0.0	0.3333333333333333
[2.C/	[2.E\	8G\L	2.r	IV	1	M6/8	2.0	strong beat	1.0	1.0
[2.C/	[2.E\	8G\	2.r	IV	1.5	M6/8	0.0	off beat	0.0	1.0
[2.C/	[2.E\	8G\J	2.r	IV	2	M6/8	0.0	off beat	0.0	0.6666666666666666
[2.C/	[2.E\	8G#\L	2.r	IV+	2.5	M6/8	1.0	weak beat	1.0	1.0
[2.C/	[2.E\	8G#\	2.r	IV+	3	M6/8	0.0	off beat	0.0	1.0
[2.C/	[2.E\	8G#\J	2.r	IV+	3.5	M6/8	0.0	off beat	0.0	0.5714285714285714
4.C/]	2.E\]	4.A\	8g/L	ii65	1	M6/8	2.0	strong beat	1.0	1.0
4.C/]	2.E\]	4.A\	8g/	ii65	1.5	M6/8	0.0	off beat	0.0	1.0
4.C/]	2.E\]	4.A\	8g/J	ii65	2	M6/8	0.0	off beat	0.0	0.5
4.C#/	2.E\]	4.B-\	8g/L	viio7/V	2.5	M6/8	2.0	weak beat	1.0	1.0
4.C#/	2.E\]	4.B-\	8g/	viio7/V	3	M6/8	0.0	off beat	0.0	1.0
4.C#/	2.E\]	4.B-\	8g/J	viio7/V	3.5	M6/8	0.0	off beat	0.0	0.2857142857142857
8F\L	8B-/L	8d/L	8f/L	C64	1	M6/8	3.0	strong beat	1.0	1.0
8F\	8B-/	8d/	8f/	C64	1.5	M6/8	0.0	off beat	0.0	1.0
8F\J	8B-/J	8d/J	8f/J	C64	2	M6/8	0.0	off beat	0.0	0.3333333333333333
8F\L	8c/L	8e-/L	8f/L	V7	2.5	M6/8	2.0	weak beat	1.0	0.8571428571428571
8F\	8c/	8e-/	8g/	V7	3	M6/8	1.0	off beat	0.0	0.75
8F\J	8c/J	8e-/J	8a/J	V7	3.5	M6/8	1.0	off beat	0.0	0.0
4.BB-'/	4.B-'/	8d\L	4.b-'\	I	1	M6/8	4.0	strong beat	1.0	0.6666666666666666
4.BB-'/	4.B-'/	8B-\	4.b-'\	I	1.5	M6/8	0.0	off beat	0.0	1.0
4.BB-'/	4.B-'/	8B-\J	4.b-'\	I	2	M6/8	0.0	off beat	0.0	1.0
4.r	4.r	8B-\L	4.r	I	2.5	M6/8	0.0	weak beat	0.0	1.0
4.r	4.r	8B-\	4.r	I	3	M6/8	0.0	off beat	0.0	1.0
4.r	4.r	8B-\J	4.r	I	3.5	M6/8	0.0	off beat	0.0	0.6666666666666666
4.r	2.F#\	8B-\L	2.r	I+	1	M6/8	1.0	strong beat	1.0	1.0
4.r	2.F#\	8B-\	2.r	I+	1.5	M6/8	0.0	off beat	0.0	1.0
4.r	2.F#\	8B-\J	2.r	I+	2	M6/8	0.0	off beat	0.0	0.8
4.D\	2.F#\	8B-\L	2.r	I+	2.5	M6/8	1.0	weak beat	0.0	1.0
4.D\	2.F#\	8B-\	2.r	I+	3	M6/8	0.0	off beat	0.0	1.0
4.D\	2.F#\	8B-\J	2.r	I+	3.5	M6/8	0.0	off beat	0.0	0.3333333333333333
[2.E-\	[2.G\	8B-\L	2.r	IV	1	M6/8	2.0	strong beat	1.0	1.0
[2.E-\	[2.G\	8B-\	2.r	IV	1.5	M6/8	0.0	off beat	0.0	1.0
[2.E-\	[2.G\	8B-\J	2.r	IV	2	M6/8	0.0	off beat	0.0	0.6666666666666666
[2.E-\	[2.G\	8Bn\L	2.r	IV+	2.5	M6/8	1.0	weak beat	1.0	1.0
[2.E-\	[2.G\	8B\	2.r	IV+	3	M6/8	0.0	off beat	0.0	1.0
[2.E-\	[2.G\	8B\J	2.r	IV+	3.5	M6/8	0.0	off beat	0.0	0.5714285714285714
4.E-\]	2.G\]	4.c/	8b-\L	ii65	1	M6/8	2.0	strong beat	1.0	1.0
4.E-\]	2.G\]	4.c/	8b-\	ii65	1.5	M6/8	0.0	off beat	0.0	1.0
4.E-\]	2.G\]	4.c/	8b-\J	ii65	2	M6/8	0.0	off beat	0.0	0.5
4.En\	2.G\]	4.d-/	8b-\L	viio7/V	2.5	M6/8	2.0	weak beat	1.0	1.0
4.En\	2.G\]	4.d-/	8b-\	viio7/V	3	M6/8	0.0	off beat	0.0	1.0
4.En\	2.G\]	4.d-/	8b-\J	viio7/V	3.5	M6/8	0.0	off beat	0.0	0.2857142857142857
8A-\L	8d-\L	8f/L	8a-/L	C64	1	M6/8	3.0	strong beat	1.0	1.0
8A-\	8d-\	8f/	8a-/	C64	1.5	M6/8	0.0	off beat	0.0	1.0
8A-\J	8d-\J	8f/J	8a-/J	C64	2	M6/8	0.0	off beat	0.0	0.3333333333333333
8A-\L	8e-/L	8g-/L	8a-\L	V7	2.5	M6/8	2.0	weak beat	1.0	0.8571428571428571
8A-\	8e-/	8g-/	8b-\	V7	3	M6/8	1.0	off beat	0.0	0.75
8A-\J	8e-/J	8g-/J	8cc\J	V7	3.5	M6/8	1.0	off beat	0.0	0.0
4.D-'\	4.d-'/	8f/L	4.dd-'\	I	1	M6/8	4.0	strong beat	1.0	0.6666666666666666
4.D-'\	4.d-'/	8d-/	4.dd-'\	I	1.5	M6/8	0.0	off beat	0.0	1.0
4.D-'\	4.d-'/	8d-/J	4.dd-'\	I	2	M6/8	0.0	off beat	0.0	1.0
4.r	4.r	8d-/L	4.r	I	2.5	M6/8	0.0	weak beat	0.0	1.0
4.r	4.r	8d-/	4.r	I	3	M6/8	0.0	off beat	0.0	1.0
4.r	4.r	8d-/J	4.r	I	3.5	M6/8	0.0	off beat	0.0	0.5
2.r	8d-/L	8e-/L	8g/L	V42/V	1	M6/8	2.0	strong beat	1.0	1.0
2.r	8d-/	8e-/	8g/	V42/V	1.5	M6/8	0.0	off beat	0.0	1.0
2.r	8d-/J	8e-/J	8g/J	V42/V	2	M6/8	0.0	off beat	0.0	0.3333333333333333
2.r	8c/L	8e-/L	8a-/L	V6	2.5	M6/8	2.0	weak beat	1.0	1.0
2.r	8c/	8e-/	8a-/	V6	3	M6/8	0.0	off beat	0.0	1.0
2.r	8c/J	8e-/J	8a-/J	V6	3.5	M6/8	0.0	off beat	0.0	0.5714285714285714
8c/L	8e-/L	8f#/L	8a/L	viio43	1	M6/8	2.0	strong beat	1.0	1.0
8c/	8e-/	8f#/	8a/	viio43	1.5	M6/8	0.0	off beat	0.0	1.0
8c/J	8e-/J	8f#/J	8a/J	viio43	2	M6/8	0.0	off beat	0.0	0.0
8c#/L	8en/L	8g/L	8b-\L	viio7/V	2.5	M6/8	4.0	weak beat	1.0	1.0
8c#/	8e/	8g/	8b-\	viio7/V	3	M6/8	0.0	off beat	0.0	1.0
8c#/J	8e/J	8g/J	8b-\J	viio7/V	3.5	M6/8	0.0	off beat	0.0	0.2857142857142857
8d\L	8d/L	8g/L	8d/L 8bn/	C64	1	M6/8	2.0	strong beat	1.0	1.0
8D\ 8B\	8B/ 8g/	8g/ 8b/	8d/ 8dd/	C64	1.5	M6/8	3.0	off beat	0.0	1.0
8D\J 8B\	8B/J 8g/	8g/J 8b/	8d/J 8dd/	C64	2	M6/8	0.0	off beat	0.0	1.0
8D\L 8B\	8B/L 8g/	8g/L 8b/	8d\L 8dd\	C64	2.5	M6/8	0.0	weak beat	0.0	1.0
8D\ 8B\	8B/ 8g/	8g/ 8b/	8b\ 8gg\	C64	3	M6/8	1.0	off beat	0.0	1.0
8D\J 8B\	8B/J 8g/	8g/J 8b/	8b\J 8gg\	C64	3.5	M6/8	0.0	off beat	0.0	1.0
8D/L 8B/	8B/L 8g/	8g\L 8b\	8b\L 8gg\	C64	1	M6/8	0.0	strong beat	0.0	1.0
8DD/ 8BB/	8B/ 8g/	8b\ 8gg\	8bb\	C64	1.5	M6/8	3.0	off beat	0.0	1.0
8DD/J 8BB/	8B/J 8g/	8b\J 8gg\	8bb\J	C64	2	M6/8	0.0	off beat	0.0	1.0
8DD/L 8BB/	8B/L 8g/	8b\L 8gg\	8bb\L	C64	2.5	M6/8	0.0	weak beat	0.0	1.0
8DD/ 8BB/	8B/ 8g/	8b\ 8gg\	8ddd\	C64	3	M6/8	1.0	off beat	0.0	1.0
8DD/J 8BB/	8B/J 8g/	8b\J 8gg\	8ddd\J	C64	3.5	M6/8	0.0	off beat	0.0	1.0
4DD'/ 4BB'/	4B'/ 4g'/	4b'\ 4gg'\	8ddd\L	C64	1	M6/8	0.0	strong beat	0.0	0.8571428571428571
4DD'/ 4BB'/	4B'/ 4g'/	4b'\ 4gg'\	16ccc#\L	C64	1.5	M6/8	1.0	off beat	0.0	0.8571428571428571
4DD'/ 4BB'/	4B'/ 4g'/	4b'\ 4gg'\	16ddd\	C64	1.75	M6/8	1.0	off beat	0.0	0.0
8r	8r	8r	16cccn\	C64	2	M6/8	1.0	off beat	0.0	0.0
8r	8r	8r	16bb\JJ	C64	2.25	M6/8	1.0	off beat	0.0	0.0
4.r	4.r	4.r	16aa\LL	C64	2.5	M6/8	1.0	weak beat	0.0	0.0
4.r	4.r	4.r	16gg\	C64	2.75	M6/8	1.0	off beat	0.0	0.0
4.r	4.r	4.r	16ff#\	C64	3	M6/8	1.0	off beat	0.0	0.0
4.r	4.r	4.r	16gg\	C64	3.25	M6/8	1.0	off beat	0.0	0.0
4.r	4.r	4.r	16bb\	C64	3.5	M6/8	1.0	off beat	0.0	0.0
4.r	4.r	4.r	16aa\JJ	C64	3.75	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	2.r	16gg\LL	C64	1	M6/8	1.0	strong beat	0.0	0.0
2.r	2.r	2.r	16ff#\	C64	1.25	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	2.r	16ee\	C64	1.5	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	2.r	16dd\	C64	1.75	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	2.r	16cc\	C64	2	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	2.r	16b\JJ	C64	2.25	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	2.r	16a/LL	C64	2.5	M6/8	1.0	weak beat	0.0	0.0
2.r	2.r	2.r	16g/	C64	2.75	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	2.r	16f#/	C64	3	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	2.r	16e/	C64	3.25	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	2.r	16d/	C64	3.5	M6/8	1.0	off beat	0.0	0.0
2.r	2.r	2.r	16c#/JJ	C64	3.75	M6/8	1.0	off beat	0.0	0.0
8D\L	8g/L	8b\L	4.d/	C64	1	M6/8	4.0	strong beat	0.0	1.0
8D\	8g/	8b\	4.d/	C64	1.5	M6/8	0.0	off beat	0.0	1.0
8D\J	8g/J	8b\J	4.d/	C64	2	M6/8	0.0	off beat	0.0	0.2857142857142857
8D\L	8f#/L	8cc\L	4.aa\	V7	2.5	M6/8	3.0	weak beat	1.0	1.0
8D\	8f#/	8cc\	4.aa\	V7	3	M6/8	0.0	off beat	0.0	1.0
8D\J	8f#/J	8cc\J	4.aa\	V7	3.5	M6/8	0.0	off beat	0.0	0.0
8GG/L	4.g'/	[4.b\	4gg\	I	1	M6/8	4.0	strong beat	1.0	1.0
8GG/	4.g'/	[4.b\	4gg\	I	1.5	M6/8	0.0	off beat	0.0	0.8
8GG/J	4.g'/	[4.b\	8ff#\	I	2	M6/8	1.0	off beat	0.0	0.5714285714285714
8GG/L	8d/L	8b\L]	8ffn\L	V7	2.5	M6/8	2.0	weak beat	1.0	0.2857142857142857
8GG/	8e/	8cc\	8ee\	V7	3	M6/8	3.0	off beat	0.0	0.5714285714285714
8GG/J	8f#/J	8cc\J	8ee-\J	V7	3.5	M6/8	2.0	off beat	0.0	0.2857142857142857
8GG/L	8g\L	8b/L	4dd\	I	1	M6/8	3.0	strong beat	1.0	1.0
8GG/	8B\	8d/	4dd\	I	1.5	M6/8	2.0	off beat	0.0	0.2857142857142857
8GG/J	8B-\J	8e/J	8cc#\	I	2	M6/8	3.0	off beat	0.0	0.25
8GG/L	4A\	4f#/	8ccn/L	viio6	2.5	M6/8	3.0	weak beat	1.0	0.8571428571428571
8GG/	4A\	4f#/	8a/	viio6	3	M6/8	1.0	off beat	0.0	0.8571428571428571
8GG/J	8c\	8a/	8f#/J	viio6	3.5	M6/8	1.0	off beat	0.0	0.3333333333333333
8GG/L	8B\L	8g/L	4g/	I	1	M6/8	2.0	strong beat	1.0	0.8
8GG/	8B\	8d/	4g/	I	1.5	M6/8	1.0	off beat	0.0	1.0
8GG/J	8B\J	8d/J	8b\	I	2	M6/8	1.0	off beat	0.0	1.0
4.GG'/	4.B'\	4.d'/	4.g'/	I	2.5	M6/8	1.0	weak beat	0.0	0.0
8GG/	8D\	8B/	8r	I	1	M3/8	3.0	strong beat	1.0	0.5
8r	8r	8r	8d/L	I	1.5	M3/8	1.0	weak beat	0.0	0.0
8r	8r	8r	8B/J	I	2	M3/8	1.0	weak beat	0.0	0.0
8r	8r	8r	8G/L	I	1	M3/8	1.0	strong beat	0.0	0.0
8r	8r	8r	8b/	I	1.5	M3/8	1.0	weak beat	0.0	0.5
8G\	8B\	8d/	8g/J	I	2	M3/8	4.0	weak beat	0.0	0.5
8r	8r	8r	8g/L	I	1	M3/8	0.0	strong beat	0.0	0.0
8A\L	8c\L	8d/L	8f#/	V43	1.5	M3/8	4.0	weak beat	1.0	1.0
8A\J	8c\J	8d/J	8f#/J	V43	2	M3/8	0.0	weak beat	0.0	1.0
8A\	8c\	8d/	8f#/	V43	1	M3/8	0.0	strong beat	0.0	1.0
8D\	8F#\L	8A/	8c/	V7	1	M3/8	2.0	strong beat	1.0	0.4
8r	8c\	8r	8r	V7	1.5	M3/8	0.0	weak beat	0.0	0.0
8r	8A\J	8r	8r	V7	2	M3/8	1.0	weak beat	0.0	0.0
8r	8F#\	8r	8r	V7	1	M3/8	1.0	strong beat	0.0	0.0
8r	8r	8cc\L	8ee\L	V7	1.5	M3/8	2.0	weak beat	0.0	0.3333333333333333
8F#\	8d/	8a\J	8cc\J	V65	2	M3/8	3.0	weak beat	1.0	0.3333333333333333
8r	8r	8f#/L	8a#/L	I	1	M3/8	2.0	strong beat	1.0	0.0
8G\L	8d/L	8g/	8b/	I	1.5	M3/8	4.0	weak beat	0.0	1.0
8G\J	8d/J	8g/J	8b/J	I	2	M3/8	0.0	weak beat	0.0	1.0
8G\	8d/	8g/	8b\	I	1	M3/8	0.0	strong beat	0.0	0.0
8Fn\L	8fn/L	8r	8r	V65/IV	1	M3/8	2.0	strong beat	1.0	0.0
8D\	8d/	8g/L	8gg\L	V65/IV	1.5	M3/8	4.0	weak beat	0.0	0.5
8BB\J	8B/J	8g/J	8gg\J	V65/IV	2	M3/8	2.0	weak beat	0.0	0.6666666666666666
8G\L	8g/L	8r	8r	IV	1	M3/8	1.0	strong beat	1.0	0.6666666666666666
8E\	8e/	8g/L	8gg\L	IV	1.5	M3/8	3.0	weak beat	0.0	0.5
8C\J	8c/J	8g/J	8gg\J	IV	2	M3/8	2.0	weak beat	0.0	0.0
8B-\L	8b-/L	8r	8r	viio7/V	1	M3/8	2.0	strong beat	1.0	0.0
8G\	8g/	8g/L	8gg\L	viio7/V	1.5	M3/8	3.0	weak beat	0.0	0.6666666666666666
8C#\J	8c#/J	8g/J	8gg\J	viio7/V	2	M3/8	2.0	weak beat	0.0	0.4
4.D\	8d\L	4.g/	8bb\L	C64	1	M3/8	3.0	strong beat	1.0	1.0
4.D\	8B\	4.g/	8gg\	C64	1.5	M3/8	2.0	weak beat	0.0	1.0
4.D\	8B\J	4.g/	8dd\J	C64	2	M3/8	1.0	weak beat	0.0	0.2857142857142857
4.DD/	8A\L	4.f#/	8cc/L	V7	1	M3/8	4.0	strong beat	1.0	1.0
4.DD/	8c\	4.f#/	8a/	V7	1.5	M3/8	2.0	weak beat	0.0	0.8571428571428571
4.DD/	8c\J	4.f#/	8f#/J	V7	2	M3/8	0.0	weak beat	0.0	0.3333333333333333
8G\L	16B/LL	8f#/L	8ff#\L	I	1	M3/8	3.0	strong beat	1.0	0.6666666666666666
8G\L	16d/	8f#/L	8ff#\L	I	1.25	M3/8	1.0	off beat	0.0	0.4
8G\	16B/	8g/J	8gg\J	I	1.5	M3/8	3.0	weak beat	0.0	0.5
8G\	16d/	8g/J	8gg\J	I	1.75	M3/8	1.0	off beat	0.0	0.5
8G\J	16B/	8r	8r	I	2	M3/8	1.0	weak beat	0.0	0.5
8G\J	16d/JJ	8r	8r	I	2.25	M3/8	1.0	off beat	0.0	0.4
8G\L	16B\LL	8a#/L	8aa#\L	I	1	M3/8	3.0	strong beat	0.0	0.6666666666666666
8G\L	16d\	8a#/L	8aa#\L	I	1.25	M3/8	1.0	off beat	0.0	0.4
8G\	16B\	8b/J	8bb\J	I	1.5	M3/8	3.0	weak beat	0.0	0.8
8G\	16d\	8b/J	8bb\J	I	1.75	M3/8	1.0	off beat	0.0	0.8
8G\J	16B\	8r	8r	I	2	M3/8	1.0	weak beat	0.0	0.5
8G\J	16d\JJ	8r	8r	I	2.25	M3/8	1.0	off beat	0.0	0.8
8G\L	16B/LL	4dd\	4ddd\	I	1	M3/8	3.0	strong beat	0.0	0.8
8G\L	16d/	4dd\	4ddd\	I	1.25	M3/8	1.0	off beat	0.0	0.8
8G\	16B/	4dd\	4ddd\	I	1.5	M3/8	1.0	weak beat	0.0	0.8
8G\	16d/	4dd\	4ddd\	I	1.75	M3/8	1.0	off beat	0.0	0.4
8G\J	16B/	32cc/LLL	32ccc\LLL	I	2	M3/8	3.0	weak beat	0.0	0.8
8G\J	16B/	32b/	32bb\	I	2.125	M3/8	2.0	off beat	0.0	0.4
8G\J	16d/JJ	32a/	32aa\	I	2.25	M3/8	3.0	off beat	0.0	0.8
8G\J	16d/JJ	32g/JJJ	32gg\JJJ	I	2.375	M3/8	2.0	off beat	0.0	0.4
8A\L	16c/LL	8g/L	8gg\L	V43	1	M3/8	2.0	strong beat	1.0	0.6666666666666666
8A\L	16d/	8g/L	8gg\L	V43	1.25	M3/8	1.0	off beat	0.0	0.3333333333333333
8A\	16c/	8f#/	8ff#\	V43	1.5	M3/8	3.0	weak beat	0.0	0.6666666666666666
8A\	16d/	8f#/	8ff#\	V43	1.75	M3/8	1.0	off beat	0.0	0.6666666666666666
8A\J	16c/	8f#/J	8ff#\J	V43	2	M3/8	1.0	weak beat	0.0	0.6666666666666666
8A\J	16d/JJ	8f#/J	8ff#\J	V43	2.25	M3/8	1.0	off beat	0.0	0.6666666666666666
8F#\L	16A\LL	8e-/L	8ee-\L	V65	1	M3/8	3.0	strong beat	1.0	0.6666666666666666
8F#\L	16c\	8e-/L	8ee-\L	V65	1.25	M3/8	1.0	off beat	0.0	0.3333333333333333
8F#\	16A\	8d/J	8dd\J	V65	1.5	M3/8	3.0	weak beat	0.0	0.6666666666666666
8F#\	16c\	8d/J	8dd\J	V65	1.75	M3/8	1.0	off beat	0.0	0.4
8F#\J	16A\	8r	8r	V65	2	M3/8	1.0	weak beat	0.0	0.5
8F#\J	16c\JJ	8r	8r	V65	2.25	M3/8	1.0	off beat	0.0	0.4
8F#\L	16A/LL	8g#/L	8gg#\L	V65	1	M3/8	3.0	strong beat	0.0	0.6666666666666666
8F#\L	16c/	8g#/L	8gg#\L	V65	1.25	M3/8	1.0	off beat	0.0	0.4
8F#\	16A/	8a/J	8aa\J	V65	1.5	M3/8	3.0	weak beat	0.0	0.8
8F#\	16c/	8a/J	8aa\J	V65	1.75	M3/8	1.0	off beat	0.0	0.8
