voice4	voice3	voice2	voice1	harm	beat	meter	onset_strength	beat_strength	LABEL	similarity
4A-\	8c/J	8f#/J	4c/	Gr	4.5	M4/4	0.0	off beat	0.0	0.0
8G\L	8d/L	8g/L	16Bn/LL	V7	1	M4/4	4.0	strong beat	1.0	1.0
8G\L	8d/L	8g/L	16bn/	V7	1.25	M4/4	1.0	off beat	0.0	1.0
8G\	8Bn/	8g/	16d/	V7	1.5	M4/4	1.0	off beat	0.0	1.0
8G\	8Bn/	8g/	16dd/JJ	V7	1.75	M4/4	1.0	off beat	0.0	0.6666666666666666
8G\	8B/	8g/	16f\LL	V7	2	M4/4	1.0	weak beat	0.0	1.0
8G\	8B/	8g/	16ff\	V7	2.25	M4/4	1.0	off beat	0.0	0.8
8G\J	8B/J	8g/J	16g\	V7	2.5	M4/4	0.0	off beat	0.0	1.0
8G\J	8B/J	8g/J	16gg\JJ	V7	2.75	M4/4	1.0	off beat	0.0	0.8
8F\L	8bn\L	8g/L	16b\LL	V42	3	M4/4	2.0	strong beat	1.0	1.0
8F\L	8bn\L	8g/L	16bbn\	V42	3.25	M4/4	1.0	off beat	0.0	0.8571428571428571
8F\	8b\	8g/	16dd\	V42	3.5	M4/4	1.0	off beat	0.0	1.0
8F\	8b\	8g/	16ddd\JJ	V42	3.75	M4/4	1.0	off beat	0.0	0.75
8F\	8b\	8g/	16ccc\LL	V42	4	M4/4	1.0	weak beat	0.0	0.8571428571428571
8F\	8b\	8g/	16bb\	V42	4.25	M4/4	1.0	off beat	0.0	0.8571428571428571
8F\J	8b\J	8g/J	16aa\	V42	4.5	M4/4	1.0	off beat	0.0	0.8571428571428571
8F\J	8b\J	8g/J	16gg\JJ	V42	4.75	M4/4	1.0	off beat	0.0	0.0
4E\	4cc\	16c/LL	4ccc\	I6	1	M4/4	4.0	strong beat	1.0	1.0
4E\	4cc\	16cc/	4ccc\	I6	1.25	M4/4	0.0	off beat	0.0	1.0
4E\	4cc\	16e/	4ccc\	I6	1.5	M4/4	1.0	off beat	0.0	1.0
4E\	4cc\	16cc/JJ	4ccc\	I6	1.75	M4/4	0.0	off beat	0.0	0.5
4r	4r	16g/LL	4eee\	I6	2	M4/4	2.0	weak beat	0.0	0.5
4r	4r	16cc/	4eee\	I6	2.25	M4/4	1.0	off beat	0.0	0.6666666666666666
4r	4r	16e/	4eee\	I6	2.5	M4/4	1.0	off beat	0.0	0.6666666666666666
4r	4r	16cc/JJ	4eee\	I6	2.75	M4/4	1.0	off beat	0.0	0.8
4E\	4e/	16c/LL	4.ggg\	I6	3	M4/4	4.0	strong beat	0.0	1.0
4E\	4e/	16cc/	4.ggg\	I6	3.25	M4/4	1.0	off beat	0.0	0.8
4E\	4e/	16e/	4.ggg\	I6	3.5	M4/4	0.0	off beat	0.0	0.8
4E\	4e/	16cc/JJ	4.ggg\	I6	3.75	M4/4	1.0	off beat	0.0	0.5
4r	4r	16g/LL	4.ggg\	I6	4	M4/4	1.0	weak beat	0.0	0.6666666666666666
4r	4r	16cc/	4.ggg\	I6	4.25	M4/4	1.0	off beat	0.0	0.0
4r	4r	16e/	16fff\LL	I6	4.5	M4/4	2.0	off beat	0.0	0.5
4r	4r	16cc/JJ	16eee\JJ	I6	4.75	M4/4	2.0	off beat	0.0	0.0
4F\	4f/	16d/LL	4ddd\	ii65	1	M4/4	4.0	strong beat	1.0	0.8
4F\	4f/	16cc/	4ddd\	ii65	1.25	M4/4	1.0	off beat	0.0	0.8
4F\	4f/	16f/	4ddd\	ii65	1.5	M4/4	0.0	off beat	0.0	0.8
4F\	4f/	16cc/JJ	4ddd\	ii65	1.75	M4/4	1.0	off beat	0.0	0.4
4r	4r	16a/LL	4fff\	ii65	2	M4/4	2.0	weak beat	0.0	0.5
4r	4r	16cc/	4fff\	ii65	2.25	M4/4	1.0	off beat	0.0	0.6666666666666666
4r	4r	16f/	4fff\	ii65	2.5	M4/4	1.0	off beat	0.0	0.6666666666666666
4r	4r	16cc/JJ	4fff\	ii65	2.75	M4/4	1.0	off beat	0.0	0.4
4F\	4f/	16d/LL	4.aaa\	ii65	3	M4/4	4.0	strong beat	0.0	0.6666666666666666
4F\	4f/	16cc/	4.aaa\	ii65	3.25	M4/4	1.0	off beat	0.0	0.8
4F\	4f/	16f/	4.aaa\	ii65	3.5	M4/4	0.0	off beat	0.0	0.8
4F\	4f/	16cc/JJ	4.aaa\	ii65	3.75	M4/4	1.0	off beat	0.0	0.5
8r	8r	16a/LL	4.aaa\	ii65	4	M4/4	1.0	weak beat	0.0	0.6666666666666666
8r	8r	16cc/	4.aaa\	ii65	4.25	M4/4	1.0	off beat	0.0	0.0
8F#\	8f#/	16f#/	8f#/	vii/V	4.5	M4/4	2.0	off beat	1.0	0.6666666666666666
8F#\	8f#/	16cc/JJ	8f#/	vii/V	4.75	M4/4	1.0	off beat	0.0	0.0
4G\	8g/L	8g/L	2g/	C64	1	M4/4	2.0	strong beat	1.0	0.6666666666666666
4G\	8e/J	8g/J	2g/	C64	1.5	M4/4	1.0	off beat	0.0	0.4
4r	16f/LL	16a/LL	2g/	C64	2	M4/4	2.0	weak beat	0.0	0.4
4r	16e/	16g/	2g/	C64	2.25	M4/4	1.0	off beat	0.0	0.4
4r	16d/	16f/	2g/	C64	2.5	M4/4	2.0	off beat	0.0	0.3333333333333333
4r	16c/JJ	16e/JJ	2g/	C64	2.75	M4/4	2.0	off beat	0.0	0.3333333333333333
4G\	8Bn/L	8d/L	2dd\	V7	3	M4/4	4.0	strong beat	1.0	0.6666666666666666
4G\	8d/J	8f/J	2dd\	V7	3.5	M4/4	1.0	off beat	0.0	0.6666666666666666
4r	16e/LL	16g/LL	2dd\	V7	4	M4/4	2.0	weak beat	0.0	0.4
4r	16d/	16f/	2dd\	V7	4.25	M4/4	2.0	off beat	0.0	0.4
4r	16c/	16e/	2dd\	V7	4.5	M4/4	2.0	off beat	0.0	0.4
4r	16B/JJ	16d/JJ	2dd\	V7	4.75	M4/4	2.0	off beat	0.0	0.0
2A\	2c/	2f#/	8cc\L	viio6/V	1	M4/4	4.0	strong beat	1.0	1.0
2A\	2c/	2f#/	8cc\J	viio6/V	1.5	M4/4	0.0	off beat	0.0	0.8571428571428571
2A\	2c/	2f#/	16bn\LL	viio6/V	2	M4/4	1.0	weak beat	0.0	0.8571428571428571
2A\	2c/	2f#/	16cc\	viio6/V	2.25	M4/4	1.0	off beat	0.0	0.8571428571428571
2A\	2c/	2f#/	16dd\	viio6/V	2.5	M4/4	1.0	off beat	0.0	0.8571428571428571
2A\	2c/	2f#/	16cc\JJ	viio6/V	2.75	M4/4	1.0	off beat	0.0	0.3333333333333333
2G\	2e/	2c/	4gg\	I64	3	M4/4	3.0	strong beat	1.0	0.8571428571428571
2G\	2e/	2c/	16ff\LL	I64	4	M4/4	1.0	weak beat	0.0	0.8571428571428571
2G\	2e/	2c/	16ee\	I64	4.25	M4/4	1.0	off beat	0.0	0.8571428571428571
2G\	2e/	2c/	16dd\	I64	4.5	M4/4	1.0	off beat	0.0	0.8571428571428571
2G\	2e/	2c/	16cc\JJ	I64	4.75	M4/4	1.0	off beat	0.0	0.3333333333333333
2A\	2c/	2f#/	8cc\L	viio6/V	1	M4/4	2.0	strong beat	1.0	1.0
2A\	2c/	2f#/	8cc\J	viio6/V	1.5	M4/4	0.0	off beat	0.0	0.8571428571428571
2A\	2c/	2f#/	16bn\LL	viio6/V	2	M4/4	1.0	weak beat	0.0	0.8571428571428571
2A\	2c/	2f#/	16cc\	viio6/V	2.25	M4/4	1.0	off beat	0.0	0.8571428571428571
2A\	2c/	2f#/	16dd\	viio6/V	2.5	M4/4	1.0	off beat	0.0	0.8571428571428571
2A\	2c/	2f#/	16cc\JJ	viio6/V	2.75	M4/4	1.0	off beat	0.0	0.3333333333333333
2G\	2e/	2c/	4gg\	I64	3	M4/4	3.0	strong beat	1.0	0.8571428571428571
2G\	2e/	2c/	16ff\LL	I64	4	M4/4	1.0	weak beat	0.0	0.8571428571428571
2G\	2e/	2c/	16ee\	I64	4.25	M4/4	1.0	off beat	0.0	0.8571428571428571
2G\	2e/	2c/	16dd\	I64	4.5	M4/4	1.0	off beat	0.0	0.8571428571428571
2G\	2e/	2c/	16cc\JJ	I64	4.75	M4/4	1.0	off beat	0.0	0.3333333333333333
2A\	2c/	2f#/	8cc\L	viio6/V	1	M4/4	2.0	strong beat	1.0	1.0
2A\	2c/	2f#/	8cc\J	viio6/V	1.5	M4/4	0.0	off beat	0.0	0.8571428571428571
2A\	2c/	2f#/	16bn\LL	viio6/V	2	M4/4	1.0	weak beat	0.0	0.8571428571428571
2A\	2c/	2f#/	16cc\	viio6/V	2.25	M4/4	1.0	off beat	0.0	0.8571428571428571
2A\	2c/	2f#/	16dd\	viio6/V	2.5	M4/4	1.0	off beat	0.0	0.8571428571428571
2A\	2c/	2f#/	16cc\JJ	viio6/V	2.75	M4/4	1.0	off beat	0.0	0.5
2r	2r	2r	4ccc\	viio6/V	3	M4/4	1.0	strong beat	0.0	0.6666666666666666
2r	[1c	2r	2e/	I	1	M4/4	2.0	strong beat	1.0	0.6666666666666666
2F#\	[1c	2e/	[2a/	viiom7/V	3	M4/4	2.0	strong beat	1.0	0.5
1G	4c\]	1d	4a/]	V7	1	M4/4	2.0	strong beat	1.0	0.5714285714285714
1G	2Bn\	1d	4d/	V7	2	M4/4	1.0	weak beat	0.0	1.0
1G	2Bn\	1d	4g/	V7	3	M4/4	1.0	strong beat	0.0	0.8571428571428571
1G	4B\	1d	4f/	V7	4	M4/4	1.0	weak beat	0.0	0.0
4A\	4c\	4c/	4e/	vi	1	M4/4	3.0	strong beat	1.0	0.6666666666666666
4E\	4G\	4c/	16cc\LL	I6	2	M4/4	3.0	weak beat	1.0	0.8571428571428571
4E\	4G\	4c/	16dd\	I6	2.25	M4/4	1.0	off beat	0.0	0.8571428571428571
4E\	4G\	4c/	16ee\	I6	2.5	M4/4	1.0	off beat	0.0	1.0
4E\	4G\	4c/	16cc\JJ	I6	2.75	M4/4	1.0	off beat	0.0	0.3333333333333333
4F\	4A\	4c/	16a\LL	IV	3	M4/4	3.0	strong beat	1.0	0.8571428571428571
4F\	4A\	4c/	16bn\	IV	3.25	M4/4	1.0	off beat	0.0	0.8571428571428571
4F\	4A\	4c/	16cc\	IV	3.5	M4/4	1.0	off beat	0.0	1.0
4F\	4A\	4c/	16a\JJ	IV	3.75	M4/4	1.0	off beat	0.0	0.5
4r	4r	4r	16f/LL	IV	4	M4/4	1.0	weak beat	0.0	0.0
4r	4r	4r	16g/	IV	4.25	M4/4	1.0	off beat	0.0	0.0
4r	4r	4r	16a/	IV	4.5	M4/4	1.0	off beat	0.0	0.0
4r	4r	4r	16f/JJ	IV	4.75	M4/4	1.0	off beat	0.0	0.0
4G\	8r	8r	2G/	C64	1	M4/4	1.0	strong beat	1.0	0.6666666666666666
4G\	8e/	8g/	2G/	C64	1.5	M4/4	2.0	off beat	0.0	0.4
4r	16f/LL	16a/LL	2G/	C64	2	M4/4	2.0	weak beat	0.0	0.4
4r	16e/	16g/	2G/	C64	2.25	M4/4	2.0	off beat	0.0	0.4
4r	16d/	16f/	2G/	C64	2.5	M4/4	2.0	off beat	0.0	0.3333333333333333
4r	16c/JJ	16e/JJ	2G/	C64	2.75	M4/4	2.0	off beat	0.0	0.3333333333333333
4G\	8Bn/L	8d/L	2dd\	V7	3	M4/4	3.0	strong beat	1.0	0.6666666666666666
4G\	8d/J	8f/J	2dd\	V7	3.5	M4/4	1.0	off beat	0.0	0.6666666666666666
4r	16e/LL	16g/LL	2dd\	V7	4	M4/4	2.0	weak beat	0.0	0.4
4r	16d/	16f/	2dd\	V7	4.25	M4/4	2.0	off beat	0.0	0.4
4r	16c/	16e/	2dd\	V7	4.5	M4/4	2.0	off beat	0.0	0.4
4r	16B/JJ	16d/JJ	2dd\	V7	4.75	M4/4	2.0	off beat	0.0	0.0
4C/	8c/L	8e/L	[2cc\	I	1	M4/4	4.0	strong beat	1.0	0.8
4C/	8e/J	8g/J	[2cc\	I	1.5	M4/4	1.0	off beat	0.0	0.3333333333333333
4r	16f/LL	16a/LL	[2cc\	I	2	M4/4	2.0	weak beat	0.0	0.3333333333333333
4r	16e/	16g/	[2cc\	I	2.25	M4/4	2.0	off beat	0.0	0.3333333333333333
4r	16d/	16f/	[2cc\	I	2.5	M4/4	2.0	off beat	0.0	0.4
4r	16c/JJ	16e/JJ	[2cc\	I	2.75	M4/4	2.0	off beat	0.0	0.4
2r	4f/	4a/	8cc\L]	IV	3	M4/4	2.0	strong beat	1.0	0.8
2r	4f/	4a/	8ff\J	IV	3.5	M4/4	1.0	off beat	0.0	0.0
2r	4d/	4bn\	16gg\LL	V43	4	M4/4	3.0	weak beat	1.0	0.6666666666666666
2r	4d/	4bn\	16ff\	V43	4.25	M4/4	1.0	off beat	0.0	0.6666666666666666
2r	4d/	4bn\	16ee\	V43	4.5	M4/4	1.0	off beat	0.0	0.8
2r	4d/	4bn\	16dd\JJ	V43	4.75	M4/4	1.0	off beat	0.0	0.0
4C/	8e/L	8cc/L	[2cc\	I	1	M4/4	3.0	strong beat	1.0	0.8
4C/	8e/J	8g/J	[2cc\	I	1.5	M4/4	1.0	off beat	0.0	0.3333333333333333
4r	16f/LL	16a/LL	[2cc\	I	2	M4/4	2.0	weak beat	0.0	0.3333333333333333
4r	16e/	16g/	[2cc\	I	2.25	M4/4	2.0	off beat	0.0	0.3333333333333333
4r	16d/	16f/	[2cc\	I	2.5	M4/4	2.0	off beat	0.0	0.4
4r	16c/JJ	16e/JJ	[2cc\	I	2.75	M4/4	2.0	off beat	0.0	0.4
2r	4f/	4a/	8cc\L]	IV	3	M4/4	2.0	strong beat	1.0	0.8
2r	4f/	4a/	8ff\J	IV	3.5	M4/4	1.0	off beat	0.0	0.0
2r	4d/	4bn\	16gg\LL	V43	4	M4/4	3.0	weak beat	1.0	0.6666666666666666
2r	4d/	4bn\	16ff\	V43	4.25	M4/4	1.0	off beat	0.0	0.6666666666666666
2r	4d/	4bn\	16ee\	V43	4.5	M4/4	1.0	off beat	0.0	0.8
2r	4d/	4bn\	16dd\JJ	V43	4.75	M4/4	1.0	off beat	0.0	0.0
4C/	8e/L	8cc/L	1cc	I	1	M4/4	3.0	strong beat	1.0	0.8
4C/	8e/J	8g/J	1cc	I	1.5	M4/4	1.0	off beat	0.0	0.3333333333333333
4r	16f/LL	16a/LL	1cc	I	2	M4/4	2.0	weak beat	0.0	0.3333333333333333
4r	16e/	16g/	1cc	I	2.25	M4/4	2.0	off beat	0.0	0.3333333333333333
4r	16d/	16f/	1cc	I	2.5	M4/4	2.0	off beat	0.0	0.4
4r	16c/JJ	16e/JJ	1cc	I	2.75	M4/4	2.0	off beat	0.0	0.8
2r	8e/L	8g/L	1cc	I	3	M4/4	1.0	strong beat	0.0	0.6666666666666666
2r	8g/J	8b-/J	1cc	I	3.5	M4/4	1.0	off beat	0.0	0.4
2r	16a/LL	16cc/LL	1cc	I	4	M4/4	1.0	weak beat	0.0	0.4
2r	16g/	16b-/	1cc	I	4.25	M4/4	2.0	off beat	0.0	0.3333333333333333
2r	16f/	16a/	1cc	I	4.5	M4/4	2.0	off beat	0.0	0.3333333333333333
2r	16e/JJ	16g/JJ	1cc	I	4.75	M4/4	2.0	off beat	0.0	0.0
[1BB-	[1F	[1d	2r	I	1	M4/4	3.0	strong beat	1.0	0.8571428571428571
[1BB-	[1F	[1d	4en/	I	4	M4/4	1.0	weak beat	0.0	0.8571428571428571
1BB-_	1F_	1d_	4.f/	I	1	M4/4	1.0	strong beat	0.0	0.8571428571428571
1BB-_	1F_	1d_	8a/	I	2.5	M4/4	1.0	off beat	0.0	0.8571428571428571
1BB-_	1F_	1d_	8b-\L	I	3	M4/4	1.0	strong beat	0.0	0.8571428571428571
1BB-_	1F_	1d_	8a\	I	3.5	M4/4	1.0	off beat	0.0	0.8571428571428571
1BB-_	1F_	1d_	8b-\	I	4	M4/4	1.0	weak beat	0.0	1.0
1BB-_	1F_	1d_	8dd\J	I	4.5	M4/4	1.0	off beat	0.0	1.0
1BB-_	1F_	1d_	4.ff\	I	1	M4/4	1.0	strong beat	0.0	0.8571428571428571
1BB-_	1F_	1d_	8a/	I	2.5	M4/4	1.0	off beat	0.0	0.8571428571428571
1BB-_	1F_	1d_	8b-\L	I	3	M4/4	1.0	strong beat	0.0	1.0
1BB-_	1F_	1d_	8dd\	I	3.5	M4/4	1.0	off beat	0.0	1.0
1BB-_	1F_	1d_	8ff\	I	4	M4/4	1.0	weak beat	0.0	0.8571428571428571
1BB-_	1F_	1d_	8aa\J	I	4.5	M4/4	1.0	off beat	0.0	0.8571428571428571
1BB-]	1F]	1d]	4.bb-\	I	1	M4/4	1.0	strong beat	0.0	0.8571428571428571
1BB-]	1F]	1d]	8aa\	I	2.5	M4/4	1.0	off beat	0.0	0.75
1BB-]	1F]	1d]	8gg\L	I	3	M4/4	1.0	strong beat	0.0	0.8571428571428571
1BB-]	1F]	1d]	8ff\	I	3.5	M4/4	1.0	off beat	0.0	0.8571428571428571
1BB-]	1F]	1d]	8ee-\	I	4	M4/4	1.0	weak beat	0.0	0.8571428571428571
1BB-]	1F]	1d]	8dd\J	I	4.5	M4/4	1.0	off beat	0.0	0.0
4E-\	4c\	4g/	4cc\	ii6	1	M4/4	4.0	strong beat	1.0	0.2857142857142857
4D\	4G/ 4f/	4bn\	4dd\	V43/ii	3	M4/4	5.0	strong beat	1.0	0.2857142857142857
4C/	4G/ 4e-/	4cc\	4ee-\	ii	1	M4/4	4.0	strong beat	1.0	0.3333333333333333
[1FF	[1A	[1e-	2r	V7	1	M4/4	2.0	strong beat	1.0	0.8571428571428571
[1FF	[1A	[1e-	4Bn/	V7	4	M4/4	1.0	weak beat	0.0	0.75
1FF_	1A_	1e-_	4.c/	V7	1	M4/4	1.0	strong beat	0.0	0.75
1FF_	1A_	1e-_	8d/	V7	2.5	M4/4	1.0	off beat	0.0	0.8571428571428571
1FF_	1A_	1e-_	8e-/L	V7	3	M4/4	0.0	strong beat	0.0	1.0
1FF_	1A_	1e-_	8f/	V7	3.5	M4/4	1.0	off beat	0.0	1.0
1FF_	1A_	1e-_	8a/	V7	4	M4/4	1.0	weak beat	0.0	0.8571428571428571
1FF_	1A_	1e-_	8cc/J	V7	4.5	M4/4	1.0	off beat	0.0	0.8571428571428571
1FF_	1A_	1e-_	4.ee-\	V7	1	M4/4	1.0	strong beat	0.0	0.8571428571428571
1FF_	1A_	1e-_	8bn\	V7	2.5	M4/4	1.0	off beat	0.0	0.75
1FF_	1A_	1e-_	8cc\L	V7	3	M4/4	1.0	strong beat	0.0	0.75
1FF_	1A_	1e-_	8dd\	V7	3.5	M4/4	1.0	off beat	0.0	0.8571428571428571
1FF_	1A_	1e-_	8ee-\	V7	4	M4/4	1.0	weak beat	0.0	0.8571428571428571
1FF_	1A_	1e-_	8ff#\J	V7	4.5	M4/4	1.0	off beat	0.0	0.75
1FF]	1A]	1e-]	4.gg\	V7	1	M4/4	1.0	strong beat	0.0	0.8571428571428571
1FF]	1A]	1e-]	8ff\	V7	2.5	M4/4	1.0	off beat	0.0	1.0
1FF]	1A]	1e-]	8ee-\L	V7	3	M4/4	1.0	strong beat	0.0	0.8571428571428571
1FF]	1A]	1e-]	8dd\	V7	3.5	M4/4	1.0	off beat	0.0	0.8571428571428571
1FF]	1A]	1e-]	8ee-\	V7	4	M4/4	1.0	weak beat	0.0	0.8571428571428571
1FF]	1A]	1e-]	8cc\J	V7	4.5	M4/4	1.0	off beat	0.0	0.0
4GG/	4B-\	4d/	4b-\	vi	1	M4/4	4.0	strong beat	1.0	0.0
4FF/	4e-/	4a/	4cc\	V7	3	M4/4	4.0	strong beat	1.0	0.0
4BB-/	4d/	4b-\	4dd\	I	1	M4/4	4.0	strong beat	1.0	0.8
2.d/	4r	[1b-	2.ff\	I6	1	M4/4	1.0	strong beat	1.0	0.8571428571428571
2.d/	8en/	[1b-	2.ff\	I6	2.5	M4/4	1.0	off beat	0.0	0.8571428571428571
2.d/	8f/L	[1b-	2.ff\	I6	3	M4/4	1.0	strong beat	0.0	1.0
2.d/	8b-/	[1b-	2.ff\	I6	3.5	M4/4	0.0	off beat	0.0	0.2857142857142857
4c#/	8g/	[1b-	4een\	cto7	4	M4/4	3.0	weak beat	1.0	0.8571428571428571
4c#/	8b-/J	[1b-	4een\	cto7	4.5	M4/4	0.0	off beat	0.0	0.3333333333333333
2.d/	4.f/	1b-_	2.ff\	I6	1	M4/4	3.0	strong beat	1.0	0.8571428571428571
2.d/	8en/	1b-_	2.ff\	I6	2.5	M4/4	1.0	off beat	0.0	0.8571428571428571
2.d/	8f/L	1b-_	2.ff\	I6	3	M4/4	1.0	strong beat	0.0	1.0
2.d/	8b-/	1b-_	2.ff\	I6	3.5	M4/4	0.0	off beat	0.0	0.2857142857142857
4c#/	8g/	1b-_	4een\	cto7	4	M4/4	3.0	weak beat	1.0	0.8571428571428571
4c#/	8b-/J	1b-_	4een\	cto7	4.5	M4/4	0.0	off beat	0.0	0.3333333333333333
2.d/	4.f/	1b-_	2.ff\	I6	1	M4/4	3.0	strong beat	1.0	0.8571428571428571
2.d/	8en/	1b-_	2.ff\	I6	2.5	M4/4	1.0	off beat	0.0	0.8571428571428571
2.d/	8f/L	1b-_	2.ff\	I6	3	M4/4	1.0	strong beat	0.0	1.0
2.d/	8b-/	1b-_	2.ff\	I6	3.5	M4/4	0.0	off beat	0.0	0.5714285714285714
4D\	8a-/	1b-_	4ff#\	I6+	4	M4/4	3.0	weak beat	1.0	0.8571428571428571
4D\	8b-/J	1b-_	4ff#\	I6+	4.5	M4/4	0.0	off beat	0.0	0.3333333333333333
1E-	2g/	2b-\]	4.gg\	IV	1	M4/4	3.0	strong beat	1.0	0.8571428571428571
1E-	2g/	2b-\]	8ff#\	IV	2.5	M4/4	1.0	off beat	0.0	0.75
1E-	[2B-\	2c#/	8gg\L	cto7	3	M4/4	3.0	strong beat	1.0	0.75
1E-	[2B-\	2c#/	8ff#\	cto7	3.5	M4/4	1.0	off beat	0.0	0.75
1E-	[2B-\	2c#/	8gg\	cto7	4	M4/4	1.0	weak beat	0.0	0.8571428571428571
1E-	[2B-\	2c#/	8bb-\J	cto7	4.5	M4/4	1.0	off beat	0.0	0.3333333333333333
1F	2B-\]	2d/	4.ff\	C64	1	M4/4	3.0	strong beat	1.0	1.0
1F	2B-\]	2d/	8dd\	C64	2.5	M4/4	1.0	off beat	0.0	0.2857142857142857
1F	4.A\	8c/L	8ee-\L	V7	3	M4/4	3.0	strong beat	1.0	0.5
1F	4.A\	8Bn/	8dd\	V7	3.5	M4/4	2.0	off beat	0.0	0.5
1F	4.A\	8c/	8ee-\	V7	4	M4/4	2.0	weak beat	0.0	1.0
1F	8c\	8e-/J	8a\J	V7	4.5	M4/4	2.0	off beat	0.0	0.0
1G	1B-	[1d	4.b-\	vi	1	M4/4	4.0	strong beat	1.0	0.8571428571428571
1G	1B-	[1d	8a/	vi	2.5	M4/4	1.0	off beat	0.0	0.8571428571428571
1G	1B-	[1d	8b-\L	vi	3	M4/4	1.0	strong beat	0.0	0.8571428571428571
1G	1B-	[1d	8a\	vi	3.5	M4/4	1.0	off beat	0.0	0.8571428571428571
1G	1B-	[1d	8b-\	vi	4	M4/4	1.0	weak beat	0.0	1.0
1G	1B-	[1d	8dd\J	vi	4.5	M4/4	1.0	off beat	0.0	0.5714285714285714
1F	1A-	1d]	4.b-\	V43/IV	1	M4/4	3.0	strong beat	1.0	0.75
1F	1A-	1d]	8a/	V43/IV	2.5	M4/4	1.0	off beat	0.0	0.75
1F	1A-	1d]	8b-\L	V43/IV	3	M4/4	1.0	strong beat	0.0	0.75
1F	1A-	1d]	8a\	V43/IV	3.5	M4/4	1.0	off beat	0.0	0.75
1F	1A-	1d]	8b-\	V43/IV	4	M4/4	1.0	weak beat	0.0	0.8571428571428571
1F	1A-	1d]	8dd\J	V43/IV	4.5	M4/4	1.0	off beat	0.0	0.0
2E-\	1G	1d-	4.b-\	V7/bVII	1	M4/4	4.0	strong beat	1.0	0.75
2E-\	1G	1d-	8a/	V7/bVII	2.5	M4/4	1.0	off beat	0.0	0.5
2En\	1G	1d-	8b-\L	viio7/V	3	M4/4	2.0	strong beat	1.0	0.75
2En\	1G	1d-	8a\	viio7/V	3.5	M4/4	1.0	off beat	0.0	0.75
2En\	1G	1d-	8b-\	viio7/V	4	M4/4	1.0	weak beat	0.0	0.8571428571428571
2En\	1G	1d-	8gg\J	viio7/V	4.5	M4/4	1.0	off beat	0.0	0.0
1F	2B-\	2d/	4.ff\	C64	1	M4/4	4.0	strong beat	1.0	1.0
1F	2B-\	2d/	8dd\	C64	2.5	M4/4	1.0	off beat	0.0	0.2857142857142857
1F	4.A\	8c/L	8ee-\L	V7	3	M4/4	3.0	strong beat	1.0	0.5
1F	4.A\	8Bn/	8dd\	V7	3.5	M4/4	2.0	off beat	0.0	0.5
1F	4.A\	8c/	8ee-\	V7	4	M4/4	2.0	weak beat	0.0	1.0
1F	8c\	8e-/J	8a\J	V7	4.5	M4/4	2.0	off beat	0.0	0.0
4BB-/	4B-'\	4d'/	16b-\LL	I	1	M4/4	4.0	strong beat	1.0	0.8
4BB-/	4B-'\	4d'/	16a\	I	1.25	M4/4	1.0	off beat	0.0	0.8
4BB-/	4B-'\	4d'/	16b-\	I	1.5	M4/4	1.0	off beat	0.0	1.0
4BB-/	4B-'\	4d'/	16dd\JJ	I	1.75	M4/4	1.0	off beat	0.0	0.8
4r	8B-/L	8d/L	16f/LL	I	2	M4/4	1.0	weak beat	0.0	0.6666666666666666
4r	8B-/L	8d/L	16g/	I	2.25	M4/4	1.0	off beat	0.0	0.0
4r	8c/J	8e-/J	16e-/	V7	2.5	M4/4	2.0	off beat	1.0	0.8
4r	8c/J	8e-/J	16f/JJ	V7	2.75	M4/4	1.0	off beat	0.0	0.3333333333333333
4BB-/	4d'/	4f'/	16d/LL	I	3	M4/4	2.0	strong beat	1.0	1.0
4BB-/	4d'/	4f'/	16b-/	I	3.25	M4/4	1.0	off beat	0.0	0.8571428571428571
4BB-/	4d'/	4f'/	16a/	I	3.5	M4/4	1.0	off beat	0.0	0.8571428571428571
4BB-/	4d'/	4f'/	16b-/JJ	I	3.75	M4/4	1.0	off beat	0.0	1.0
4r	8B-/L	8d/L	16f/LL	I	4	M4/4	1.0	weak beat	0.0	0.6666666666666666
4r	8B-/L	8d/L	16g/	I	4.25	M4/4	1.0	off beat	0.0	0.0
4r	8c/J	8e-/J	16e-/	V7	4.5	M4/4	2.0	off beat	1.0	0.8
4r	8c/J	8e-/J	16f/JJ	V7	4.75	M4/4	1.0	off beat	0.0	0.3333333333333333
4BB-'/	4d'/	4f'/	16d/LL	I	1	M4/4	2.0	strong beat	1.0	1.0
4BB-'/	4d'/	4f'/	16b-/	I	1.25	M4/4	1.0	off beat	0.0	0.8571428571428571
4BB-'/	4d'/	4f'/	16a/	I	1.5	M4/4	1.0	off beat	0.0	0.8571428571428571
4BB-'/	4d'/	4f'/	16b-/JJ	I	1.75	M4/4	1.0	off beat	0.0	1.0
4BB-'/	4d'/	4f'/	16f/LL	I	2	M4/4	0.0	weak beat	0.0	1.0
4BB-'/	4d'/	4f'/	16dd/	I	2.25	M4/4	1.0	off beat	0.0	0.8571428571428571
4BB-'/	4d'/	4f'/	16cc#/	I	2.5	M4/4	1.0	off beat	0.0	0.8571428571428571
4BB-'/	4d'/	4f'/	16dd/JJ	I	2.75	M4/4	1.0	off beat	0.0	1.0
4BB-'/	4d'/	4f'/	16b-\LL	I	3	M4/4	1.0	strong beat	0.0	1.0
4BB-'/	4d'/	4f'/	16ff\	I	3.25	M4/4	1.0	off beat	0.0	0.8571428571428571
